record_id,timestamp,hour,day_of_week,service_name,pod_id,num_pods,request_rate_rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,cpu_utilization,memory_utilization,error_rate,timeout_rate,active_connections,queue_depth,health_status,lb_algorithm,cache_hit_rate,network_throughput_mbps,retry_count,circuit_breaker_state,scaling_event,dependency_latency_ms,cascading_failure_risk,target_request_rate_5min,target_request_rate_10min,target_p99_latency_5min,target_cpu_util_5min,will_overload_5min,will_fail_5min,optimal_num_pods,best_lb_algorithm
18a68c68,2025-11-25 00:19:41,0,1,order-service,order-service-1,4,32,48,86,144,5,19.96,0.001,0.0006,4,12,healthy,least-connections,0.89,0.32,0,closed,cooldown,43,0,22,28,171,9.86,0,0,2,ml-predictive
e6557211,2025-11-25 00:20:41,0,1,notification-service,notification-service-3,3,57,91,163,273,5,27.2,0.001,0.0006,6,4,healthy,weighted-response-time,0.92,0.73,0,closed,cooldown,0,0,57,54,360,5,0,0,2,weighted-response-time
e015345f,2025-11-25 00:21:19,0,1,api-gateway,api-gateway-2,2,202,91,227,455,5,61.68,0.081,0.0486,25,29,degraded,round-robin,0.72,3.99,2,closed,scale-up,109,8,217,209,243,5,0,0,3,ml-predictive
2abd6479,2025-11-25 00:22:01,0,1,inventory-service,inventory-service-3,5,41,44,79,132,6.02,21.78,0.001,0.0006,3,12,healthy,weighted-response-time,0.9,0.78,0,closed,stable,0,0,38,38,273,5,0,0,2,ml-predictive
97e12186,2025-11-25 00:22:38,0,1,logging-service,logging-service-3,3,156,215,387,645,5,48.87,0.001,0.0006,22,4,healthy,weighted-response-time,0.64,0.89,0,closed,stable,0,0,154,173,585,5,0,0,2,weighted-response-time
bad2d319,2025-11-25 00:23:29,0,1,product-catalog,product-catalog-1,2,86,42,75,126,9.67,46.04,0.001,0.0006,7,2,healthy,ml-predictive,0.91,1.4,0,closed,stable,37,0,81,83,225,7.26,0,0,2,ml-predictive
b809eb2c,2025-11-25 00:24:15,0,1,api-gateway,api-gateway-4,4,200,63,113,189,5,30.55,0.001,0.0006,27,1,healthy,round-robin,0.69,2.98,0,closed,cooldown,75,0,184,201,174,5,0,0,2,ml-predictive
217fda46,2025-11-25 00:25:12,0,1,api-gateway,api-gateway-1,4,205,58,104,174,5.99,27.32,0.001,0.0006,23,2,healthy,least-connections,0.89,1.5,0,closed,cooldown,69,0,220,222,275,5,1,0,3,ml-predictive
c53ac39f,2025-11-25 00:25:43,0,1,order-service,order-service-3,4,29,59,106,177,6.07,17.19,0.001,0.0006,2,2,healthy,round-robin,0.72,0.23,0,closed,scale-down,53,0,26,30,186,5,0,0,2,ml-predictive
8f28cace,2025-11-25 00:26:31,0,1,api-gateway,api-gateway-1,4,229,74,133,222,5,28.68,0.001,0.0006,28,22,healthy,round-robin,0.7,2.88,0,closed,stable,88,0,192,221,147,5,0,0,2,ml-predictive
c72c1045,2025-11-25 00:27:05,0,1,image-service,image-service-2,7,96,93,167,279,5,10,0.001,0.0006,13,1,healthy,weighted-response-time,0.83,1.14,0,closed,scale-down,0,0,90,90,231,5,0,0,2,ml-predictive
edb66c81,2025-11-25 00:27:57,0,1,inventory-service,inventory-service-2,5,42,80,144,240,5,22.46,0.001,0.0006,5,2,healthy,round-robin,0.68,0.82,0,closed,scale-down,0,0,83,35,315,8.52,0,0,2,ml-predictive
06773325,2025-11-25 00:28:28,0,1,api-gateway,api-gateway-4,4,173,53,95,159,5,26.21,0.001,0.0006,18,9,healthy,weighted-response-time,0.91,2.2,0,closed,scale-down,63,0,187,210,147,5,0,0,2,ml-predictive
500579e4,2025-11-25 00:29:19,0,1,api-gateway,api-gateway-1,3,218,69,124,207,7.17,40.97,0.001,0.0006,17,5,healthy,random,0.87,2.81,0,closed,cooldown,82,0,132,689,189,5,0,0,2,ml-predictive
2d3848dc,2025-11-25 00:30:01,0,1,notification-service,notification-service-2,3,58,111,199,333,7.76,30.1,0.001,0.0006,8,0,healthy,ml-predictive,0.94,0.78,0,closed,scale-down,0,0,137,68,510,5,0,0,2,weighted-response-time
61a0b318,2025-11-25 00:30:51,0,1,notification-service,notification-service-1,2,69,101,181,303,5,62.97,0.001,0.0006,8,1,healthy,least-connections,0.62,1.0,0,closed,cooldown,0,0,55,67,459,5,0,0,2,weighted-response-time
76a5e45c,2025-11-25 00:31:42,0,1,logging-service,logging-service-2,3,148,230,414,690,5,26.21,0.001,0.0006,15,0,healthy,round-robin,0.85,1.43,0,closed,scale-down,0,0,174,173,696,7.69,0,0,2,weighted-response-time
be543add,2025-11-25 00:32:12,0,1,api-gateway,api-gateway-1,3,217,81,145,243,5,33.16,0.001,0.0006,28,5,healthy,round-robin,0.78,2.35,0,closed,cooldown,97,0,209,185,189,5,0,0,3,ml-predictive
145d22a9,2025-11-25 00:32:59,0,1,product-catalog,product-catalog-2,2,72,122,219,366,5,47.52,0.001,0.0006,7,8,healthy,random,0.87,1.33,0,closed,stable,109,0,79,67,210,5,0,0,2,ml-predictive
5a57d1ac,2025-11-25 00:33:31,0,1,cart-service,cart-service-2,2,37,76,136,228,5,47.21,0.001,0.0006,3,1,healthy,random,0.66,0.23,0,closed,stable,45,0,44,42,285,5,0,0,2,ml-predictive
adff1578,2025-11-25 00:34:21,0,1,api-gateway,api-gateway-2,3,184,58,104,174,5,26.92,0.001,0.0006,17,8,healthy,least-connections,0.71,1.97,0,closed,scale-down,69,0,201,211,195,5,0,0,3,ml-predictive
2b0e5fe0,2025-11-25 00:34:53,0,1,logging-service,logging-service-2,2,598,376,940,1880,5,53.32,0.081,0.0486,85,0,degraded,ml-predictive,0.69,9.76,0,closed,cooldown,0,8,184,156,762,8.3,0,0,2,ml-predictive
4902afbb,2025-11-25 00:35:23,0,1,search-service,search-service-1,2,68,107,192,321,5.48,46.14,0.001,0.0006,6,0,healthy,random,0.69,0.66,0,closed,stable,0,0,66,73,261,8.93,0,0,2,ml-predictive
25635032,2025-11-25 00:36:02,0,1,product-catalog,product-catalog-1,2,74,78,140,234,5,54.24,0.001,0.0006,9,3,healthy,ml-predictive,0.62,1.18,0,closed,stable,70,0,81,262,273,5,0,0,2,ml-predictive
b7684409,2025-11-25 00:36:46,0,1,review-service,review-service-1,4,17,139,250,417,5,31.74,0.001,0.0006,2,3,healthy,ml-predictive,0.86,0.09,0,closed,scale-down,83,0,14,52,627,10.55,0,0,2,ml-predictive
4f12a290,2025-11-25 00:37:23,0,1,product-catalog,product-catalog-1,2,73,124,223,372,5,54.22,0.001,0.0006,7,10,healthy,round-robin,0.9,1.04,0,closed,stable,111,0,81,91,333,5,0,0,2,ml-predictive
d66882d4,2025-11-25 00:38:06,0,1,product-catalog,product-catalog-1,2,93,70,126,210,10.85,50.25,0.001,0.0006,11,1,healthy,ml-predictive,0.64,0.61,0,closed,stable,63,0,79,73,249,7.9,0,0,2,ml-predictive
22d6ad3a,2025-11-25 00:38:47,0,1,logging-service,logging-service-1,2,174,261,469,783,5,55.12,0.001,0.0006,24,0,healthy,round-robin,0.61,2.24,0,closed,stable,0,0,169,159,657,5,0,0,2,weighted-response-time
5c33d1eb,2025-11-25 00:39:47,0,1,api-gateway,api-gateway-2,2,220,55,137,275,5,46.7,0.081,0.0486,29,2,degraded,ml-predictive,0.68,4.39,0,closed,scale-up,66,8,222,213,162,5,0,0,3,ml-predictive
04a62f9c,2025-11-25 00:40:23,0,1,api-gateway,api-gateway-1,5,192,49,88,147,5,17.99,0.001,0.0006,18,9,healthy,ml-predictive,0.77,1.26,0,closed,cooldown,58,0,221,535,425,5,1,0,3,ml-predictive
2ab6d9d6,2025-11-25 00:41:10,0,1,inventory-service,inventory-service-4,4,36,68,122,204,5,26.97,0.001,0.0006,4,2,healthy,ip-hash,0.78,0.3,0,closed,scale-down,0,0,32,31,195,5,0,0,2,ml-predictive
0d152178,2025-11-25 00:41:52,0,1,user-service,user-service-1,3,43,99,178,297,5,39.08,0.001,0.0006,5,2,healthy,ip-hash,0.69,0.8,0,closed,scale-down,59,0,38,40,288,5,0,0,2,weighted-response-time
b4f5c1ae,2025-11-25 00:42:39,0,1,inventory-service,inventory-service-2,3,31,90,162,270,5,34.96,0.001,0.0006,2,0,healthy,round-robin,0.82,0.48,0,closed,cooldown,0,0,35,103,210,5,0,0,2,ml-predictive
52838e3a,2025-11-25 00:43:27,0,1,image-service,image-service-1,6,92,156,280,468,5,25.02,0.001,0.0006,10,13,healthy,round-robin,0.84,1.14,0,closed,stable,0,0,89,95,396,5,0,0,2,ml-predictive
3535814b,2025-11-25 00:43:57,0,1,recommendation-engine,recommendation-engine-1,6,54,152,273,456,5,17.93,0.001,0.0006,5,1,healthy,random,0.63,0.61,0,closed,scale-down,91,0,51,52,273,5,0,0,2,ml-predictive
6924ea7b,2025-11-25 00:44:56,0,1,inventory-service,inventory-service-1,3,40,74,133,222,5,32.64,0.001,0.0006,4,1,healthy,weighted-response-time,0.89,0.79,0,closed,cooldown,0,0,31,106,198,5,0,0,2,ml-predictive
15fbc351,2025-11-25 00:45:52,0,1,api-gateway,api-gateway-5,5,187,49,88,147,5,30.17,0.001,0.0006,25,5,healthy,ml-predictive,0.76,1.59,0,closed,scale-down,58,0,210,211,162,5,0,0,3,ml-predictive
dc08ce92,2025-11-25 00:46:52,0,1,recommendation-engine,recommendation-engine-5,5,52,129,232,387,9.58,10.9,0.001,0.0006,5,17,healthy,random,0.7,0.3,0,closed,cooldown,77,0,50,53,249,5,0,0,2,ml-predictive
8b9dc826,2025-11-25 00:47:23,0,1,api-gateway,api-gateway-1,4,132,63,113,189,5,35.38,0.001,0.0006,14,20,healthy,least-connections,0.67,2.33,0,closed,cooldown,75,0,689,189,297,5,0,0,7,weighted-response-time
673bf7da,2025-11-25 00:48:18,0,1,review-service,review-service-3,3,14,250,450,750,5,37.17,0.001,0.0006,1,7,healthy,round-robin,0.72,0.27,0,closed,scale-down,150,0,16,110,813,5,0,0,2,ml-predictive
04faffb8,2025-11-25 00:48:55,0,1,cart-service,cart-service-2,2,45,66,118,198,5,49.51,0.001,0.0006,6,4,healthy,ml-predictive,0.83,0.35,0,closed,stable,39,0,44,38,267,5,0,0,2,ml-predictive
93557e90,2025-11-25 00:49:34,0,1,review-service,review-service-2,2,19,135,243,405,5,48.55,0.001,0.0006,2,5,healthy,ml-predictive,0.76,0.27,0,closed,cooldown,81,0,54,42,702,7.0,0,0,2,ml-predictive
654d67ba,2025-11-25 00:50:05,0,1,recommendation-engine,recommendation-engine-4,5,47,149,268,447,5,17.49,0.001,0.0006,5,6,healthy,ip-hash,0.81,0.8,0,closed,scale-down,89,0,57,144,459,5,0,0,2,ml-predictive
7074d0de,2025-11-25 00:50:52,0,1,image-service,image-service-2,6,101,132,237,396,5,18.15,0.001,0.0006,13,6,healthy,random,0.92,1.46,0,closed,scale-down,0,0,95,92,417,5,0,0,2,ml-predictive
9113ca54,2025-11-25 00:51:26,0,1,notification-service,notification-service-2,2,66,167,300,501,5,48.87,0.001,0.0006,5,0,healthy,round-robin,0.94,0.41,0,closed,stable,0,0,67,164,324,5,0,0,2,weighted-response-time
be08dcc9,2025-11-25 00:52:00,0,1,search-service,search-service-2,2,63,96,172,288,5,46.11,0.001,0.0006,6,1,healthy,round-robin,0.7,0.43,0,closed,stable,0,0,64,72,306,6.19,0,0,2,ml-predictive
b596c43a,2025-11-25 00:52:36,0,1,api-gateway,api-gateway-3,4,209,63,113,189,5,24.63,0.001,0.0006,30,3,healthy,ip-hash,0.62,2.85,0,closed,scale-down,75,0,185,213,198,7.06,0,0,2,ml-predictive
358a3b32,2025-11-25 00:53:20,0,1,inventory-service,inventory-service-1,3,34,90,162,270,5,39.34,0.001,0.0006,2,2,healthy,random,0.7,0.22,0,closed,scale-down,0,0,41,95,252,5,0,0,2,ml-predictive
4255da07,2025-11-25 00:54:18,0,1,api-gateway,api-gateway-2,3,201,65,117,195,5,35.57,0.001,0.0006,22,1,healthy,round-robin,0.83,2.01,1,closed,cooldown,78,0,211,195,201,5,0,0,3,ml-predictive
3ef26733,2025-11-25 00:55:13,0,1,image-service,image-service-5,5,104,155,279,465,5,24.05,0.001,0.0006,12,4,healthy,ip-hash,0.67,0.54,0,closed,cooldown,0,0,115,98,531,5,0,0,2,ml-predictive
12130255,2025-11-25 00:55:49,0,1,cart-service,cart-service-1,2,53,64,115,192,5,44.46,0.001,0.0006,5,4,healthy,ml-predictive,0.66,0.85,0,closed,stable,38,0,51,42,273,8.84,0,0,2,ml-predictive
913a630b,2025-11-25 00:56:25,0,1,image-service,image-service-1,5,85,105,189,315,5,20.37,0.001,0.0006,8,3,healthy,round-robin,0.75,1.48,0,closed,scale-down,0,0,108,99,504,5,0,0,2,ml-predictive
2ec325d0,2025-11-25 00:57:15,0,1,cart-service,cart-service-1,2,46,103,185,309,5,56.26,0.001,0.0006,4,6,healthy,least-connections,0.85,0.88,0,closed,stable,61,0,48,41,279,5,0,0,2,ml-predictive
f9143224,2025-11-25 00:58:13,0,1,image-service,image-service-4,4,96,113,203,339,5.71,26.84,0.001,0.0006,11,1,healthy,weighted-response-time,0.86,0.81,0,closed,cooldown,0,0,109,219,432,5,0,0,2,ml-predictive
0195e6d7,2025-11-25 00:58:55,0,1,api-gateway,api-gateway-2,3,222,54,97,162,5,38.38,0.001,0.0006,18,8,healthy,least-connections,0.68,2.19,0,closed,scale-down,64,0,213,226,345,5,1,0,3,ml-predictive
98b53a2a,2025-11-25 00:59:52,0,1,notification-service,notification-service-1,2,60,141,253,423,5,51.65,0.001,0.0006,6,4,healthy,round-robin,0.75,1.04,0,closed,stable,0,0,59,68,336,5,0,0,2,weighted-response-time
85ed0554,2025-11-25 01:00:30,1,1,logging-service,logging-service-2,2,163,261,469,783,6.39,50.85,0.001,0.0006,16,2,healthy,least-connections,0.67,2.57,0,closed,stable,0,0,155,156,999,5,0,0,2,weighted-response-time
b1a7d3e1,2025-11-25 01:01:29,1,1,order-service,order-service-3,3,30,37,66,111,5,28.1,0.001,0.0006,4,0,healthy,ml-predictive,0.86,0.36,0,closed,scale-down,33,0,29,33,201,5,0,0,2,ml-predictive
f9ed82e3,2025-11-25 01:02:27,1,1,notification-service,notification-service-2,2,69,156,280,468,5.03,47.12,0.001,0.0006,9,0,healthy,random,0.94,0.83,0,closed,stable,0,0,54,53,459,5,0,0,2,weighted-response-time
9da418f0,2025-11-25 01:02:58,1,1,shipping-service,shipping-service-5,5,17,101,181,303,5,18.57,0.001,0.0006,2,2,healthy,ml-predictive,0.93,0.23,0,closed,scale-down,0,0,16,47,312,5,0,0,2,ml-predictive
5bd3fbed,2025-11-25 01:03:35,1,1,recommendation-engine,recommendation-engine-3,4,48,126,226,378,7.16,24.35,0.001,0.0006,6,15,healthy,least-connections,0.76,0.69,0,closed,stable,75,0,46,58,468,5,0,0,2,ml-predictive
e10fd6f9,2025-11-25 01:04:06,1,1,image-service,image-service-4,4,90,77,138,231,5,21.52,0.001,0.0006,8,8,healthy,ml-predictive,0.62,1.48,0,closed,scale-down,0,0,90,234,345,5,0,0,2,ml-predictive
9a3fc2b9,2025-11-25 01:04:44,1,1,logging-service,logging-service-2,2,139,256,460,768,5,53.69,0.001,0.0006,15,3,healthy,ml-predictive,0.68,2.23,0,closed,stable,0,0,148,165,585,6.13,0,0,2,weighted-response-time
55b34d93,2025-11-25 01:05:25,1,1,product-catalog,product-catalog-1,2,75,65,117,195,5,50.79,0.001,0.0006,7,2,healthy,ml-predictive,0.89,0.55,0,closed,stable,58,0,84,91,279,5,0,0,2,ml-predictive
113d1776,2025-11-25 01:06:22,1,1,user-service,user-service-2,2,45,121,217,363,5,51.45,0.001,0.0006,6,3,healthy,random,0.92,0.66,0,closed,stable,72,0,36,33,234,5,0,0,2,weighted-response-time
4b04dae0,2025-11-25 01:06:56,1,1,logging-service,logging-service-1,2,154,195,351,585,5,55.48,0.001,0.0006,14,4,healthy,ml-predictive,0.88,2.49,0,closed,stable,0,0,173,158,627,11.34,0,0,2,weighted-response-time
c7c3a365,2025-11-25 01:07:41,1,1,notification-service,notification-service-2,2,57,120,216,360,5,45.46,0.001,0.0006,6,4,healthy,round-robin,0.85,0.84,0,closed,stable,0,0,54,51,336,5,0,0,2,weighted-response-time
bdf7ab57,2025-11-25 01:08:20,1,1,user-service,user-service-1,2,39,61,109,183,5,48.57,0.001,0.0006,3,11,healthy,least-connections,0.61,0.5,0,closed,stable,36,0,150,38,303,5,0,0,2,weighted-response-time
e03b519b,2025-11-25 01:09:07,1,1,shipping-service,shipping-service-2,4,62,91,163,273,5,24.84,0.001,0.0006,6,2,healthy,least-connections,0.81,1.23,0,closed,scale-down,0,0,17,57,342,8.45,0,0,2,ml-predictive
074ae323,2025-11-25 01:09:52,1,1,product-catalog,product-catalog-1,2,81,75,135,225,7.26,55.6,0.001,0.0006,10,1,healthy,ml-predictive,0.65,1.18,0,closed,stable,67,0,83,74,279,5,0,0,2,ml-predictive
bb109d3e,2025-11-25 01:10:37,1,1,user-service,user-service-1,2,38,65,117,195,5,50.33,0.001,0.0006,3,9,healthy,weighted-response-time,0.74,0.65,0,closed,stable,39,0,37,42,219,5.5,0,0,2,weighted-response-time
653f8dd6,2025-11-25 01:11:15,1,1,notification-service,notification-service-1,2,137,170,306,510,5,50.18,0.001,0.0006,13,4,healthy,least-connections,0.61,1.57,0,closed,stable,0,0,68,67,360,5,0,0,2,ml-predictive
7be78154,2025-11-25 01:11:53,1,1,search-service,search-service-1,2,70,88,158,264,5,50.43,0.001,0.0006,5,7,healthy,weighted-response-time,0.75,0.7,0,closed,stable,0,0,80,69,219,5,0,0,2,ml-predictive
1cde1611,2025-11-25 01:12:51,1,1,logging-service,logging-service-2,2,174,232,417,696,7.69,47.97,0.001,0.0006,17,2,healthy,round-robin,0.86,3.44,0,closed,stable,0,0,173,161,555,5,0,0,2,weighted-response-time
0fbd8e91,2025-11-25 01:13:30,1,1,recommendation-engine,recommendation-engine-4,4,44,120,216,360,5,24.53,0.001,0.0006,3,6,healthy,least-connections,0.86,0.42,0,closed,scale-down,72,0,49,47,378,5,0,0,2,ml-predictive
c82e9c12,2025-11-25 01:14:04,1,1,image-service,image-service-2,3,89,132,237,396,5,38.65,0.001,0.0006,10,3,healthy,round-robin,0.75,0.79,0,closed,scale-down,0,0,95,266,399,5,0,0,2,ml-predictive
146fe822,2025-11-25 01:14:42,1,1,logging-service,logging-service-2,2,184,254,457,762,8.3,52.83,0.001,0.0006,22,3,healthy,ml-predictive,0.67,1.85,0,closed,stable,0,0,156,163,837,5,0,0,2,weighted-response-time
63837ff2,2025-11-25 01:15:12,1,1,recommendation-engine,recommendation-engine-1,3,52,155,279,465,5,28.76,0.001,0.0006,7,3,healthy,random,0.93,0.93,0,closed,cooldown,93,0,50,54,261,5,0,0,2,ml-predictive
76f0cf69,2025-11-25 01:15:49,1,1,notification-service,notification-service-2,2,55,153,275,459,5,52.84,0.001,0.0006,5,10,healthy,least-connections,0.67,0.54,0,closed,stable,0,0,67,68,294,5,0,0,2,weighted-response-time
bfef2e21,2025-11-25 01:16:35,1,1,notification-service,notification-service-1,2,67,108,194,324,5,57.69,0.001,0.0006,8,0,healthy,random,0.68,0.5,0,closed,stable,0,0,164,66,375,12.03,0,0,2,weighted-response-time
bb58c8f8,2025-11-25 01:17:20,1,1,api-gateway,api-gateway-2,2,221,85,212,425,5,54.56,0.081,0.0486,20,14,degraded,ip-hash,0.71,3.59,0,closed,scale-up,102,8,535,190,605,6.08,1,0,6,ml-predictive
96936cd1,2025-11-25 01:18:14,1,1,order-service,order-service-1,2,29,38,68,114,5,49.88,0.001,0.0006,3,3,healthy,ml-predictive,0.74,0.38,0,closed,stable,34,0,28,100,174,5,0,0,2,ml-predictive
95a1c86c,2025-11-25 01:19:03,1,1,cart-service,cart-service-1,2,43,93,167,279,5,47.24,0.001,0.0006,3,1,healthy,random,0.81,0.45,0,closed,stable,55,0,44,47,183,5,0,0,2,ml-predictive
5c495666,2025-11-25 01:19:54,1,1,notification-service,notification-service-2,2,59,112,201,336,5,61.6,0.001,0.0006,5,2,healthy,ip-hash,0.9,0.75,0,closed,stable,0,0,68,60,306,5,0,0,2,weighted-response-time
044b4ab6,2025-11-25 01:20:32,1,1,logging-service,logging-service-2,2,169,219,394,657,5,60.47,0.001,0.0006,15,10,healthy,ml-predictive,0.88,0.94,0,closed,stable,0,0,159,170,618,11.96,0,0,2,weighted-response-time
1789e8a2,2025-11-25 01:21:28,1,1,review-service,review-service-1,2,16,217,390,651,5,44.35,0.001,0.0006,1,2,healthy,weighted-response-time,0.88,0.26,0,closed,stable,130,0,47,100,732,5,0,0,2,ml-predictive
5a6f0fea,2025-11-25 01:22:02,1,1,product-catalog,product-catalog-1,2,79,70,126,210,5,54.74,0.001,0.0006,9,3,healthy,round-robin,0.84,0.64,0,closed,stable,63,0,67,72,204,5,0,0,2,ml-predictive
5a8c31d2,2025-11-25 01:23:00,1,1,logging-service,logging-service-2,2,155,333,599,999,5,45.92,0.001,0.0006,18,8,healthy,least-connections,0.89,1.3,0,closed,stable,0,0,156,483,657,11.83,0,0,2,weighted-response-time
