record_id,timestamp,hour,day_of_week,service_name,pod_id,num_pods,request_rate_rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,cpu_utilization,memory_utilization,error_rate,timeout_rate,active_connections,queue_depth,health_status,lb_algorithm,cache_hit_rate,network_throughput_mbps,retry_count,circuit_breaker_state,scaling_event,dependency_latency_ms,cascading_failure_risk,target_request_rate_5min,target_request_rate_10min,target_p99_latency_5min,target_cpu_util_5min,will_overload_5min,will_fail_5min,optimal_num_pods,best_lb_algorithm
cdeec74c,2025-11-25 00:13:27,0,1,api-gateway,api-gateway-2,5,214,62,111,186,5,22.15,0.001,0.0006,22,0,healthy,random,0.81,2.56,0,closed,cooldown,74,0,166,190,162,5,0,0,2,ml-predictive
e532cd35,2025-11-25 00:14:24,0,1,notification-service,notification-service-2,4,68,160,288,480,5,24.65,0.001,0.0006,6,1,healthy,least-connections,0.69,1.28,0,closed,scale-down,0,0,74,63,336,5,0,0,2,ml-predictive
808ac568,2025-11-25 00:14:55,0,1,api-gateway,api-gateway-2,5,194,76,136,228,5,28.82,0.001,0.0006,17,13,healthy,ip-hash,0.73,3.57,0,closed,cooldown,91,0,203,217,177,5,0,0,3,ml-predictive
8d16a0aa,2025-11-25 00:15:30,0,1,inventory-service,inventory-service-3,4,33,52,93,156,5,37.4,0.001,0.0006,3,4,healthy,ml-predictive,0.63,0.44,0,closed,scale-down,0,0,76,35,357,5.07,0,0,2,ml-predictive
6248694c,2025-11-25 00:16:15,0,1,logging-service,logging-service-2,2,188,292,525,876,5,50.09,0.001,0.0006,17,2,healthy,round-robin,0.67,3.22,0,closed,stable,0,0,151,153,762,5,0,0,2,weighted-response-time
a93ff8d9,2025-11-25 00:17:08,0,1,logging-service,logging-service-2,2,160,198,356,594,5,46.44,0.001,0.0006,23,5,healthy,least-connections,0.85,2.4,0,closed,stable,0,0,169,429,489,5,0,0,2,ml-predictive
d7463598,2025-11-25 00:18:04,0,1,review-service,review-service-7,8,14,207,372,621,5,10,0.001,0.0006,1,0,healthy,round-robin,0.76,0.22,0,closed,scale-down,124,0,16,41,522,5,0,0,2,ml-predictive
b4c352e5,2025-11-25 00:18:40,0,1,recommendation-engine,recommendation-engine-2,4,44,140,252,420,5,30.96,0.001,0.0006,5,8,healthy,round-robin,0.71,0.65,0,closed,scale-down,84,0,55,55,471,5,0,0,2,ml-predictive
bc412a84,2025-11-25 00:19:36,0,1,recommendation-engine,recommendation-engine-3,3,55,170,306,510,5,32.63,0.001,0.0006,7,5,healthy,round-robin,0.67,0.74,0,closed,cooldown,102,0,51,53,291,5,0,0,2,ml-predictive
8045fa26,2025-11-25 00:20:16,0,1,shipping-service,shipping-service-2,4,18,128,230,384,5,24.41,0.001,0.0006,1,0,healthy,round-robin,0.87,0.17,0,closed,scale-down,0,0,20,46,447,5,0,0,2,ml-predictive
d7a23ca0,2025-11-25 00:21:02,0,1,notification-service,notification-service-3,3,65,132,237,396,5,35.11,0.001,0.0006,8,1,healthy,least-connections,0.72,0.72,0,closed,scale-down,0,0,67,67,264,5,0,0,2,ml-predictive
3f37943e,2025-11-25 00:21:54,0,1,logging-service,logging-service-2,2,161,178,320,534,5,49.2,0.001,0.0006,22,2,healthy,ml-predictive,0.94,1.54,0,closed,stable,0,0,161,152,855,5,0,0,2,ml-predictive
c61b95c2,2025-11-25 00:22:26,0,1,product-catalog,product-catalog-3,3,89,100,180,300,5,34.02,0.001,0.0006,12,12,healthy,ip-hash,0.74,0.64,0,closed,stable,90,0,95,234,246,5,0,0,2,ml-predictive
befb88b9,2025-11-25 00:23:20,0,1,logging-service,logging-service-1,2,165,203,365,609,10.04,70.65,0.001,0.0006,19,2,healthy,weighted-response-time,0.91,1.24,0,closed,stable,0,0,131,189,843,5,0,0,2,ml-predictive
0cb931d8,2025-11-25 00:24:13,0,1,api-gateway,api-gateway-3,5,187,51,91,153,5,24.55,0.001,0.0006,24,2,healthy,round-robin,0.85,2.63,0,closed,scale-down,61,0,201,182,220,5,1,0,3,ml-predictive
bb369508,2025-11-25 00:25:11,0,1,search-service,search-service-3,6,65,107,192,321,5,16.66,0.001,0.0006,5,0,healthy,round-robin,0.84,0.57,0,closed,scale-down,0,0,68,71,291,5,0,0,2,ml-predictive
9179279e,2025-11-25 00:25:41,0,1,user-service,user-service-1,8,42,55,99,165,5,15.0,0.001,0.0006,4,3,healthy,least-connections,0.62,0.5,0,closed,scale-down,33,0,35,40,252,5,0,0,2,ml-predictive
0a030922,2025-11-25 00:26:23,0,1,image-service,image-service-1,3,86,136,244,408,11.8,34.35,0.001,0.0006,12,4,healthy,least-connections,0.94,0.75,0,closed,scale-down,0,0,97,109,642,5,0,0,2,ml-predictive
4475f8c6,2025-11-25 00:27:09,0,1,api-gateway,api-gateway-1,4,233,59,106,177,5,29.34,0.001,0.0006,30,0,healthy,ip-hash,0.91,4.21,0,closed,cooldown,70,0,208,195,355,5,1,0,3,ml-predictive
e9109c08,2025-11-25 00:27:49,0,1,shipping-service,shipping-service-1,3,18,104,187,312,5,38.3,0.001,0.0006,2,2,healthy,least-connections,0.63,0.27,0,closed,scale-down,0,0,14,53,432,5,0,0,2,ml-predictive
1e98c320,2025-11-25 00:28:31,0,1,inventory-service,inventory-service-2,3,36,81,145,243,5,37.72,0.001,0.0006,3,5,healthy,round-robin,0.76,0.44,0,closed,scale-down,0,0,37,94,315,5,0,0,2,ml-predictive
0de83db0,2025-11-25 00:29:08,0,1,shipping-service,shipping-service-2,2,16,121,217,363,5.2,53.59,0.001,0.0006,2,3,healthy,ip-hash,0.88,0.18,0,closed,cooldown,0,0,15,200,279,5.52,0,0,2,ml-predictive
21158fb2,2025-11-25 00:30:02,0,1,product-catalog,product-catalog-1,3,82,115,207,345,5.66,41.54,0.001,0.0006,11,5,healthy,random,0.62,1.41,1,closed,stable,103,0,79,83,252,5,0,0,2,ml-predictive
22ce5f39,2025-11-25 00:30:51,0,1,logging-service,logging-service-1,2,163,202,363,606,5,57.55,0.001,0.0006,15,0,healthy,ml-predictive,0.79,1.53,0,closed,stable,0,0,132,405,546,5,0,0,2,ml-predictive
1574d9e4,2025-11-25 00:31:46,0,1,image-service,image-service-2,2,81,102,183,306,5,52.4,0.001,0.0006,8,0,healthy,ml-predictive,0.89,0.55,0,closed,stable,0,0,112,119,330,5,0,0,2,ml-predictive
655b7ccc,2025-11-25 00:32:30,0,1,recommendation-engine,recommendation-engine-1,3,52,121,217,363,5,24.58,0.001,0.0006,7,0,healthy,weighted-response-time,0.79,0.46,0,closed,scale-down,72,0,45,51,372,5.91,0,0,2,ml-predictive
eefbdecc,2025-11-25 00:33:03,0,1,analytics-service,analytics-service-1,5,21,233,419,699,5,14.77,0.001,0.0006,3,7,healthy,random,0.89,0.2,0,closed,scale-down,0,0,61,191,828,5,0,0,2,weighted-response-time
c62f8183,2025-11-25 00:33:56,0,1,logging-service,logging-service-1,2,160,271,487,813,5,56.51,0.001,0.0006,17,0,healthy,least-connections,0.83,1.0,0,closed,stable,0,0,163,630,729,5,0,0,2,ml-predictive
7a430669,2025-11-25 00:34:48,0,1,api-gateway,api-gateway-3,4,221,57,102,171,5,19.24,0.001,0.0006,25,1,healthy,round-robin,0.68,2.22,0,closed,scale-down,68,0,228,241,213,5,0,0,3,ml-predictive
5634f556,2025-11-25 00:35:28,0,1,order-service,order-service-2,5,26,32,57,96,5,22.63,0.001,0.0006,3,4,healthy,ml-predictive,0.7,0.46,0,closed,scale-down,28,0,33,105,138,5.59,0,0,2,ml-predictive
1bfb9e20,2025-11-25 00:36:01,0,1,user-service,user-service-2,7,39,57,102,171,5,25.79,0.001,0.0006,5,2,healthy,ml-predictive,0.79,0.49,0,closed,scale-down,34,0,46,46,312,5,0,0,2,ml-predictive
cf4e6037,2025-11-25 00:36:58,0,1,api-gateway,api-gateway-2,3,222,37,66,111,5,37.34,0.001,0.0006,28,0,healthy,ml-predictive,0.78,1.56,0,closed,cooldown,44,0,210,190,159,5,0,0,3,ml-predictive
278b4dbd,2025-11-25 00:37:30,0,1,product-catalog,product-catalog-2,3,88,52,93,156,5,28.47,0.001,0.0006,8,1,healthy,ml-predictive,0.78,1.69,0,closed,scale-down,46,0,76,69,198,5,0,0,2,ml-predictive
7f7fdc33,2025-11-25 00:38:02,0,1,logging-service,logging-service-1,2,151,254,457,762,5,52.59,0.001,0.0006,12,0,healthy,ml-predictive,0.69,1.48,0,closed,stable,0,0,153,156,642,8.4,0,0,2,ml-predictive
d1236e4a,2025-11-25 00:38:42,0,1,shipping-service,shipping-service-2,2,17,90,162,270,5,58.64,0.001,0.0006,2,12,healthy,least-connections,0.82,0.09,0,closed,stable,0,0,17,107,312,5,0,0,2,ml-predictive
ab244dbb,2025-11-25 00:39:22,0,1,api-gateway,api-gateway-3,3,166,54,97,162,5,38.63,0.001,0.0006,19,0,healthy,round-robin,0.6,1.5,0,closed,cooldown,64,0,190,222,213,5,0,0,2,ml-predictive
23a3daca,2025-11-25 00:40:10,0,1,api-gateway,api-gateway-1,3,203,59,106,177,5,34.42,0.001,0.0006,26,2,healthy,least-connections,0.9,3.28,0,closed,scale-down,70,0,217,208,370,5,1,0,3,ml-predictive
b6f47a96,2025-11-25 00:40:57,0,1,inventory-service,inventory-service-2,2,39,101,181,303,8.78,47.82,0.001,0.0006,3,2,healthy,round-robin,0.72,0.25,0,closed,stable,0,0,27,34,219,5,0,0,2,ml-predictive
5809a999,2025-11-25 00:41:49,0,1,inventory-service,inventory-service-2,2,40,57,102,171,8.84,55.92,0.001,0.0006,3,6,healthy,least-connections,0.77,0.5,0,closed,stable,0,0,36,101,177,5,0,0,2,ml-predictive
9fbcd8d5,2025-11-25 00:42:43,0,1,api-gateway,api-gateway-1,2,201,44,110,220,5,52.34,0.081,0.0486,16,10,degraded,ml-predictive,0.68,3.01,2,closed,cooldown,52,8,182,193,177,5,0,0,2,ml-predictive
042e7f60,2025-11-25 00:43:28,0,1,logging-service,logging-service-2,2,169,163,293,489,5,55.13,0.001,0.0006,22,25,healthy,weighted-response-time,0.64,1.46,0,closed,stable,0,0,429,708,2675,5,1,0,5,ml-predictive
bfdfa1b2,2025-11-25 00:44:25,0,1,payment-service,payment-service-6,6,25,46,82,138,5,12.73,0.001,0.0006,2,11,healthy,weighted-response-time,0.93,0.14,0,closed,stable,27,0,21,152,135,6.95,0,0,2,ml-predictive
10cf7d6a,2025-11-25 00:44:57,0,1,product-catalog,product-catalog-2,2,203,89,222,445,5,63.32,0.081,0.0486,22,0,degraded,ml-predictive,0.89,3.15,0,closed,scale-up,80,8,86,95,240,5,0,0,2,ml-predictive
bb1b9483,2025-11-25 00:45:42,0,1,api-gateway,api-gateway-1,2,208,71,177,355,5,53.3,0.081,0.0486,24,2,degraded,round-robin,0.75,1.28,0,closed,scale-up,85,8,195,203,156,5,0,0,2,ml-predictive
2e699522,2025-11-25 00:46:27,0,1,api-gateway,api-gateway-2,3,228,71,127,213,5,44.79,0.001,0.0006,24,1,healthy,round-robin,0.83,2.94,0,closed,cooldown,85,0,241,203,192,5,0,0,3,ml-predictive
65d99fbb,2025-11-25 00:47:08,0,1,search-service,search-service-4,5,72,114,205,342,5,18.97,0.001,0.0006,8,7,healthy,random,0.88,0.56,0,closed,scale-down,0,0,63,69,240,5,0,0,2,ml-predictive
c51b1bc9,2025-11-25 00:48:05,0,1,payment-service,payment-service-6,6,24,33,59,99,5,14.44,0.001,0.0006,2,1,healthy,ml-predictive,0.72,0.14,0,closed,scale-down,19,0,25,147,168,11.68,0,0,2,ml-predictive
c86bdf46,2025-11-25 00:48:56,0,1,image-service,image-service-2,2,103,122,219,366,5,44.64,0.001,0.0006,10,0,healthy,ml-predictive,0.82,1.42,0,closed,stable,0,0,123,123,522,5,0,0,2,ml-predictive
f1cc3de7,2025-11-25 00:49:30,0,1,logging-service,logging-service-1,2,161,285,513,855,5,46.47,0.001,0.0006,17,3,healthy,ip-hash,0.67,2.72,0,closed,stable,0,0,152,153,546,5,0,0,2,ml-predictive
64734259,2025-11-25 00:50:25,0,1,inventory-service,inventory-service-1,2,34,70,126,210,7.03,44.58,0.001,0.0006,3,6,healthy,least-connections,0.88,0.41,0,closed,stable,0,0,44,99,246,5,0,0,2,ml-predictive
a7157b83,2025-11-25 00:51:07,0,1,image-service,image-service-1,2,89,109,196,327,5,51.36,0.001,0.0006,8,17,healthy,ml-predictive,0.66,0.58,1,closed,stable,0,0,68,273,456,5,0,0,2,ml-predictive
fbc35ab0,2025-11-25 00:51:41,0,1,payment-service,payment-service-5,5,22,48,86,144,5,18.41,0.001,0.0006,2,2,healthy,ml-predictive,0.65,0.16,0,closed,cooldown,28,0,22,117,114,5,0,0,2,ml-predictive
8d461698,2025-11-25 00:52:20,0,1,payment-service,payment-service-2,5,20,30,54,90,5,10,0.001,0.0006,2,9,healthy,ml-predictive,0.74,0.19,0,closed,cooldown,18,0,62,147,135,5,0,0,2,ml-predictive
2cbf82fb,2025-11-25 00:53:03,0,1,order-service,order-service-2,4,28,51,91,153,5,22.0,0.001,0.0006,3,5,healthy,random,0.68,0.26,0,closed,scale-down,45,0,32,33,168,9.22,0,0,2,ml-predictive
777c2fcd,2025-11-25 00:53:38,0,1,inventory-service,inventory-service-2,2,33,77,138,231,12.67,35.56,0.001,0.0006,3,18,healthy,least-connections,0.84,0.52,0,closed,stable,0,0,37,113,207,5,0,0,2,ml-predictive
7f8a4a7c,2025-11-25 00:54:30,0,1,notification-service,notification-service-1,2,64,111,199,333,5,44.61,0.001,0.0006,9,2,healthy,ml-predictive,0.82,1.26,0,closed,stable,0,0,59,63,363,5,0,0,2,ml-predictive
8bf2c257,2025-11-25 00:55:01,0,1,product-catalog,product-catalog-2,4,68,51,91,153,5,18.67,0.001,0.0006,9,5,healthy,ml-predictive,0.62,1.0,0,closed,scale-down,45,0,69,79,183,5,0,0,2,ml-predictive
23074e80,2025-11-25 00:55:32,0,1,api-gateway,api-gateway-3,3,210,53,95,159,5,40.86,0.001,0.0006,26,5,healthy,least-connections,0.61,3.21,0,closed,stable,63,0,190,212,231,5,0,0,2,ml-predictive
778b60aa,2025-11-25 00:56:23,0,1,api-gateway,api-gateway-3,3,190,71,127,213,5,37.18,0.001,0.0006,16,1,healthy,ip-hash,0.78,1.1,0,closed,scale-down,85,0,222,193,159,5,0,0,3,ml-predictive
a203b502,2025-11-25 00:57:19,0,1,product-catalog,product-catalog-2,3,87,95,171,285,7.47,25.84,0.001,0.0006,10,1,healthy,least-connections,0.79,1.51,0,closed,cooldown,85,0,80,74,378,5,0,0,2,ml-predictive
12679a7a,2025-11-25 00:57:50,0,1,cart-service,cart-service-2,3,46,63,113,189,5,26.31,0.001,0.0006,4,6,healthy,ml-predictive,0.72,0.39,0,closed,scale-down,37,0,126,46,288,5,0,0,2,ml-predictive
d48e4e80,2025-11-25 00:58:33,0,1,image-service,image-service-2,2,96,91,163,273,6.55,49.77,0.001,0.0006,13,16,healthy,ml-predictive,0.83,1.46,0,closed,stable,0,0,79,105,501,6.04,0,0,2,ml-predictive
c3602f65,2025-11-25 00:59:08,0,1,search-service,search-service-4,4,48,70,126,210,5,35.45,0.001,0.0006,4,2,healthy,weighted-response-time,0.78,0.57,0,closed,scale-down,0,0,64,63,246,5,0,0,2,least-connections
8a02df8d,2025-11-25 00:59:43,0,1,user-service,user-service-2,6,39,79,142,237,5,27.05,0.001,0.0006,5,2,healthy,least-connections,0.7,0.29,0,closed,scale-down,47,0,40,36,240,8.14,0,0,2,ml-predictive
072e0c47,2025-11-25 01:00:38,1,1,logging-service,logging-service-1,2,131,281,505,843,5,56.36,0.001,0.0006,14,19,healthy,ip-hash,0.89,1.24,0,closed,stable,0,0,189,151,711,5,0,0,2,ml-predictive
07f48b6a,2025-11-25 01:01:27,1,1,api-gateway,api-gateway-2,2,217,74,185,370,5,62.1,0.081,0.0486,23,7,degraded,round-robin,0.85,2.78,4,closed,scale-up,88,8,208,198,159,5,0,0,3,ml-predictive
9747faca,2025-11-25 01:02:20,1,1,analytics-service,analytics-service-1,4,24,142,255,426,5,27.05,0.001,0.0006,2,4,healthy,weighted-response-time,0.71,0.45,0,closed,scale-down,0,0,64,132,657,5,0,0,2,weighted-response-time
c2633dd9,2025-11-25 01:03:17,1,1,api-gateway,api-gateway-2,4,182,59,106,177,5,17.34,0.001,0.0006,23,0,healthy,least-connections,0.89,2.18,0,closed,cooldown,70,0,193,207,207,5,0,0,2,ml-predictive
6bdd55f8,2025-11-25 01:03:54,1,1,product-catalog,product-catalog-2,3,95,82,147,246,5,28.37,0.001,0.0006,9,7,healthy,ml-predictive,0.78,0.87,0,closed,scale-down,73,0,234,85,690,5,1,0,3,ml-predictive
a39a8303,2025-11-25 01:04:26,1,1,notification-service,notification-service-1,2,58,133,239,399,5,55.69,0.001,0.0006,8,1,healthy,ip-hash,0.84,0.67,0,closed,stable,0,0,63,58,363,5,0,0,2,ml-predictive
625e33a8,2025-11-25 01:04:57,1,1,logging-service,logging-service-1,2,132,182,327,546,5,41.91,0.001,0.0006,18,5,healthy,round-robin,0.62,0.81,0,closed,stable,0,0,405,166,576,5,0,0,5,ml-predictive
e9890306,2025-11-25 01:05:47,1,1,logging-service,logging-service-2,2,163,243,437,729,5,43.13,0.001,0.0006,13,0,healthy,ip-hash,0.85,2.25,0,closed,stable,0,0,630,139,804,5,0,0,7,ml-predictive
9586a9bc,2025-11-25 01:06:17,1,1,api-gateway,api-gateway-3,4,195,52,93,156,5,28.36,0.001,0.0006,16,3,healthy,ml-predictive,0.72,3.69,0,closed,cooldown,62,0,203,225,230,9.65,1,0,3,ml-predictive
bfa5ee7c,2025-11-25 01:06:56,1,1,logging-service,logging-service-2,2,153,214,385,642,8.4,53.03,0.001,0.0006,19,6,healthy,weighted-response-time,0.83,2.95,0,closed,stable,0,0,156,165,642,5,0,0,2,ml-predictive
f6bd5c6e,2025-11-25 01:07:28,1,1,image-service,image-service-2,2,99,128,230,384,5.15,56.6,0.001,0.0006,12,17,healthy,random,0.64,1.97,0,closed,stable,0,0,110,109,483,5,0,0,2,ml-predictive
cef125d2,2025-11-25 01:08:19,1,1,recommendation-engine,recommendation-engine-1,2,46,125,225,375,5,56.79,0.001,0.0006,6,7,healthy,least-connections,0.66,0.58,0,closed,stable,75,0,45,51,369,5,0,0,2,ml-predictive
f656f4b8,2025-11-25 01:08:54,1,1,api-gateway,api-gateway-1,4,241,64,115,192,5,39.93,0.001,0.0006,22,12,healthy,least-connections,0.87,4.64,0,closed,stable,76,0,203,176,460,5,1,0,3,ml-predictive
db65c686,2025-11-25 01:09:34,1,1,shipping-service,shipping-service-1,2,17,93,167,279,5,36.66,0.001,0.0006,2,6,healthy,round-robin,0.77,0.15,0,closed,stable,0,0,17,101,339,5,0,0,2,ml-predictive
331609e1,2025-11-25 01:10:12,1,1,api-gateway,api-gateway-4,4,190,77,138,231,5,31.1,0.001,0.0006,18,4,healthy,random,0.61,3.68,0,closed,scale-down,92,0,212,195,225,5.34,0,0,3,ml-predictive
dfabfe38,2025-11-25 01:10:43,1,1,recommendation-engine,recommendation-engine-2,2,47,163,293,489,5,43.31,0.001,0.0006,6,5,healthy,random,0.7,0.85,0,closed,stable,97,0,47,44,252,5,0,0,2,ml-predictive
832077dc,2025-11-25 01:11:27,1,1,product-catalog,product-catalog-1,2,79,84,151,252,5,52.06,0.001,0.0006,6,2,healthy,ml-predictive,0.62,1.5,0,closed,stable,75,0,83,71,261,5.53,0,0,2,ml-predictive
6dcf8410,2025-11-25 01:12:07,1,1,order-service,order-service-3,3,33,52,93,156,5,35.53,0.001,0.0006,4,0,healthy,ip-hash,0.65,0.33,0,closed,scale-down,46,0,29,69,174,5,0,0,2,ml-predictive
db0a0dd5,2025-11-25 01:12:56,1,1,notification-service,notification-service-2,2,64,149,268,447,5,45.86,0.001,0.0006,7,0,healthy,round-robin,0.88,0.63,0,closed,stable,0,0,48,51,420,5,0,0,2,ml-predictive
3eec41ae,2025-11-25 01:13:38,1,1,review-service,review-service-5,7,16,196,352,588,5,14.13,0.001,0.0006,2,5,healthy,least-connections,0.9,0.31,0,closed,scale-down,117,0,45,47,558,5,0,0,2,ml-predictive
537336d9,2025-11-25 01:14:19,1,1,product-catalog,product-catalog-2,2,76,66,118,198,5,43.21,0.001,0.0006,6,0,healthy,ip-hash,0.71,0.94,0,closed,stable,59,0,69,82,231,5,0,0,2,ml-predictive
b69d9540,2025-11-25 01:15:15,1,1,user-service,user-service-4,5,43,84,151,252,5,21.31,0.001,0.0006,3,8,healthy,random,0.83,0.35,0,closed,scale-down,50,0,44,41,279,5,0,0,2,ml-predictive
459dc063,2025-11-25 01:15:55,1,1,order-service,order-service-1,2,31,47,84,141,5,41.57,0.001,0.0006,4,0,healthy,weighted-response-time,0.86,0.22,0,closed,cooldown,42,0,33,86,132,5,0,0,2,ml-predictive
710ea3b3,2025-11-25 01:16:31,1,1,product-catalog,product-catalog-2,2,86,80,144,240,5,42.24,0.001,0.0006,7,2,healthy,least-connections,0.92,1.11,0,closed,stable,72,0,95,89,306,5,0,0,2,ml-predictive
8f58b031,2025-11-25 01:17:05,1,1,inventory-service,inventory-service-2,2,76,119,214,357,5.07,55.28,0.001,0.0006,6,15,healthy,round-robin,0.72,1.41,0,closed,stable,0,0,35,99,162,5,0,0,2,ml-predictive
6ee0222f,2025-11-25 01:17:39,1,1,recommendation-engine,recommendation-engine-2,2,53,109,196,327,5,58.54,0.001,0.0006,7,0,healthy,round-robin,0.8,0.78,0,closed,stable,65,0,38,44,273,5,0,0,2,ml-predictive
9ff84ff9,2025-11-25 01:18:38,1,1,shipping-service,shipping-service-1,2,18,127,228,381,5,45.39,0.001,0.0006,1,2,healthy,random,0.79,0.19,0,closed,stable,0,0,47,106,465,5,0,0,2,ml-predictive
2c4daa69,2025-11-25 01:19:11,1,1,logging-service,logging-service-1,2,429,535,1337,2675,5,56.45,0.081,0.0486,51,1,degraded,round-robin,0.76,3.08,0,closed,scale-up,0,8,708,156,951,9.85,0,0,8,round-robin
ba8b02e2,2025-11-25 01:19:43,1,1,notification-service,notification-service-2,2,64,140,252,420,5,40.78,0.001,0.0006,7,4,healthy,weighted-response-time,0.88,0.84,0,closed,stable,0,0,55,57,435,5,0,0,2,ml-predictive
da70c3c0,2025-11-25 01:20:13,1,1,cart-service,cart-service-2,2,41,68,122,204,5.67,46.07,0.001,0.0006,5,3,healthy,ml-predictive,0.77,0.3,0,closed,stable,40,0,45,49,261,5,0,0,2,ml-predictive
1e6d7e95,2025-11-25 01:20:52,1,1,api-gateway,api-gateway-3,3,222,53,95,159,5,36.89,0.001,0.0006,26,15,healthy,least-connections,0.87,3.9,0,closed,stable,63,0,193,199,177,5,0,0,2,ml-predictive
e4a4205f,2025-11-25 01:21:31,1,1,image-service,image-service-2,2,97,214,385,642,5,50.57,0.001,0.0006,9,6,healthy,round-robin,0.72,0.52,0,closed,stable,0,0,109,252,459,5,0,0,2,ml-predictive
